X,Y,Half,Player1 Name,Player1 Team,Match Name
21.62,6.92,0,Jamie O'HARA,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
48.08,-10.23,0,Kevin DOYLE,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
32.73,-14.45,0,Matthew JARVIS,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
45.4,-6.54,0,Matthew JARVIS,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
39.54,5.03,1,Damien DUFF,Fulham,11.08.21 Wolverhampton Wanderers v Fulham
-41.08,1.83,1,Steven FLETCHER,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
-42.08,11.04,1,Matthew JARVIS,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
-25.99,4.53,1,Stephen HUNT,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
-37.38,18.83,1,Steven FLETCHER,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
-34.36,-13.64,1,Jamie O'HARA,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
-29.62,11.04,1,Steven FLETCHER,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
-33.32,-10.6,1,Jamie O'HARA,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
-36.72,-15.47,1,Stephen HUNT,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
28.08,-1.29,1,Clint DEMPSEY,Fulham,11.08.21 Wolverhampton Wanderers v Fulham
-31.64,-1.97,1,Stephen HUNT,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
43.49,-10.68,1,Andrew JOHNSON,Fulham,11.08.21 Wolverhampton Wanderers v Fulham
44.93,-11.76,1,John ARNE RIISE,Fulham,11.08.21 Wolverhampton Wanderers v Fulham
23.26,-0.74,1,John ARNE RIISE,Fulham,11.08.21 Wolverhampton Wanderers v Fulham
-41.23,6.88,1,Jamie O'HARA,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
-25.89,8.56,1,Jamie O'HARA,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
-17.98,1.42,1,Steven FLETCHER,Wolverhampton Wanderers,11.08.21 Wolverhampton Wanderers v Fulham
31.0,24.0,0,Andreas WEIMANN,Aston Villa,12.04.21 Aston Villa v Sunderland
35.0,-11.0,0,Gabriel AGBONLAHOR,Aston Villa,12.04.21 Aston Villa v Sunderland
35.0,-13.0,0,Charles N'ZOGBIA,Aston Villa,12.04.21 Aston Villa v Sunderland
-45.0,6.0,0,Michael TURNER,Sunderland,12.04.21 Aston Villa v Sunderland
-26.0,13.0,0,Phil BARDSLEY,Sunderland,12.04.21 Aston Villa v Sunderland
33.0,1.0,0,Gabriel AGBONLAHOR,Aston Villa,12.04.21 Aston Villa v Sunderland
-26.0,2.0,0,Craig GARDNER,Sunderland,12.04.21 Aston Villa v Sunderland
24.0,-2.0,0,Marc ALBRIGHTON,Aston Villa,12.04.21 Aston Villa v Sunderland
47.0,-9.0,0,Andreas WEIMANN,Aston Villa,12.04.21 Aston Villa v Sunderland
32.0,6.0,0,Stephen IRELAND,Aston Villa,12.04.21 Aston Villa v Sunderland
34.0,15.0,0,Andreas WEIMANN,Aston Villa,12.04.21 Aston Villa v Sunderland
42.0,19.0,0,Charles N'ZOGBIA,Aston Villa,12.04.21 Aston Villa v Sunderland
38.0,19.0,1,Craig GARDNER,Sunderland,12.04.21 Aston Villa v Sunderland
-40.0,-12.0,1,Andreas WEIMANN,Aston Villa,12.04.21 Aston Villa v Sunderland
46.0,0.0,1,James MCCLEAN,Sunderland,12.04.21 Aston Villa v Sunderland
24.0,10.0,1,Craig GARDNER,Sunderland,12.04.21 Aston Villa v Sunderland
-46.0,11.0,1,Emile HESKEY,Aston Villa,12.04.21 Aston Villa v Sunderland
47.0,-8.0,1,Nicklas BENDTNER,Sunderland,12.04.21 Aston Villa v Sunderland
48.0,8.0,1,Sebastian LARSSON,Sunderland,12.04.21 Aston Villa v Sunderland
31.0,1.0,1,Craig GARDNER,Sunderland,12.04.21 Aston Villa v Sunderland
33.0,-16.0,1,Phil BARDSLEY,Sunderland,12.04.21 Aston Villa v Sunderland
-35.0,-10.0,1,Barry BANNAN,Aston Villa,12.04.21 Aston Villa v Sunderland
45.33,2.16,0,Sylvan EBANKS-BLAKE,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
-36.68,-0.13,0,Andrew SURMAN,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
-45.73,12.97,0,Steve MORISON,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
-35.12,-9.42,0,Andrew CROFTS,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
43.79,3.97,0,Stephen HUNT,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
-27.14,5.48,0,Wesley HOOLAHAN,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
38.27,8.38,0,Sylvan EBANKS-BLAKE,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
-36.77,-12.7,0,Grant HOLT,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
42.94,-6.67,0,Stephen HUNT,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
44.34,-1.14,0,Sylvan EBANKS-BLAKE,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
39.04,1.57,0,Stephen WARD,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
-24.19,11.98,0,David FOX,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
-31.64,14.15,0,Andrew SURMAN,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
49.6,-7.04,0,Steven FLETCHER,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
-34.52,-8.35,1,Steven FLETCHER,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
41.53,1.27,1,Grant HOLT,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
30.17,-3.92,1,Andrew SURMAN,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
-30.98,-8.11,1,Stephen HUNT,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
-21.51,-8.84,1,Stephen HUNT,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
26.35,-5.83,1,David FOX,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
-31.37,-12.42,1,Steven FLETCHER,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
-40.39,19.23,1,Matthew JARVIS,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
26.3,7.93,1,Wesley HOOLAHAN,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
31.27,-3.47,1,Wesley HOOLAHAN,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
39.57,-4.39,1,Russell MARTIN,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
49.62,1.0,1,Simeon JACKSON,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
-28.03,-5.03,1,Karl HENRY,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
-35.81,-12.2,1,Adam HAMMILL,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
34.84,-12.69,1,Simeon JACKSON,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
31.94,-10.09,1,Marc TIERNEY,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
40.17,14.16,1,Steve MORISON,Norwich City,11.12.20 Wolverhampton Wanderers v Norwich City
-29.92,6.57,1,Nenad MILIJAS,Wolverhampton Wanderers,11.12.20 Wolverhampton Wanderers v Norwich City
-27.37,-3.05,0,James MILNER,Manchester City,11.10.23 Manchester United v Manchester City
25.76,-6.09,0,Ashley YOUNG,Manchester United,11.10.23 Manchester United v Manchester City
-23.59,-3.88,0,Yaya TOURE,Manchester City,11.10.23 Manchester United v Manchester City
-36.62,5.5,0,Mario BALOTELLI,Manchester City,11.10.23 Manchester United v Manchester City
-8.49,-20.84,0,Micah RICHARDS,Manchester City,11.10.23 Manchester United v Manchester City
-22.71,4.75,0,Yaya TOURE,Manchester City,11.10.23 Manchester United v Manchester City
29.15,1.09,0,ANDERSON,Manchester United,11.10.23 Manchester United v Manchester City
30.12,3.23,0,Wayne ROONEY,Manchester United,11.10.23 Manchester United v Manchester City
32.42,-4.77,0,ANDERSON,Manchester United,11.10.23 Manchester United v Manchester City
35.63,4.4,1,Sergio AGUERO,Manchester City,11.10.23 Manchester United v Manchester City
41.47,5.41,1,Micah RICHARDS,Manchester City,11.10.23 Manchester United v Manchester City
-38.57,-4.45,1,Ashley YOUNG,Manchester United,11.10.23 Manchester United v Manchester City
-41.56,-2.62,1,Ashley YOUNG,Manchester United,11.10.23 Manchester United v Manchester City
-48.66,11.05,1,Ashley YOUNG,Manchester United,11.10.23 Manchester United v Manchester City
-38.38,-11.38,1,Chris SMALLING,Manchester United,11.10.23 Manchester United v Manchester City
-32.25,11.19,1,Wayne ROONEY,Manchester United,11.10.23 Manchester United v Manchester City
50.78,-3.06,1,Mario BALOTELLI,Manchester City,11.10.23 Manchester United v Manchester City
34.44,9.19,1,David SILVA,Manchester City,11.10.23 Manchester United v Manchester City
46.46,-1.43,1,Sergio AGUERO,Manchester City,11.10.23 Manchester United v Manchester City
37.9,-9.4,1,Edin DZEKO,Manchester City,11.10.23 Manchester United v Manchester City
-41.61,13.87,1,Danny WELBECK,Manchester United,11.10.23 Manchester United v Manchester City
48.74,9.89,1,David SILVA,Manchester City,11.10.23 Manchester United v Manchester City
43.0,11.02,1,Edin DZEKO,Manchester City,11.10.23 Manchester United v Manchester City
-31.49,6.27,1,Darren FLETCHER,Manchester United,11.10.23 Manchester United v Manchester City
36.87,11.58,1,Yaya TOURE,Manchester City,11.10.23 Manchester United v Manchester City
50.97,2.38,1,Edin DZEKO,Manchester City,11.10.23 Manchester United v Manchester City
46.49,9.57,1,David SILVA,Manchester City,11.10.23 Manchester United v Manchester City
44.32,-8.01,1,Edin DZEKO,Manchester City,11.10.23 Manchester United v Manchester City
35.69,-6.77,1,Edin DZEKO,Manchester City,11.10.23 Manchester United v Manchester City
41.0,-4.0,0,Darren BENT,Aston Villa,11.11.21 Tottenham Hotspur v Aston Villa
-34.0,2.0,0,Younes KABOUL,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
-45.0,-1.0,0,Emmanuel ADEBAYOR,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
-42.0,-22.0,0,Rafael VAN DER VAART,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
-39.0,-6.0,0,Emmanuel ADEBAYOR,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
-34.0,13.0,0,Rafael VAN DER VAART,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
-50.0,0.0,0,Emmanuel ADEBAYOR,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
-31.0,-9.0,0,Luka MODRIC,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
-33.0,-1.0,0,Luka MODRIC,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
35.0,22.0,1,Rafael VAN DER VAART,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
37.0,5.0,1,Emmanuel ADEBAYOR,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
29.0,15.0,1,Kyle WALKER,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
36.0,-13.0,1,Emmanuel ADEBAYOR,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
31.0,-14.0,1,Gareth BALE,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
48.0,0.0,1,Jermain DEFOE,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
48.0,4.0,1,Emmanuel ADEBAYOR,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
41.0,12.0,1,Scott PARKER,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
28.0,-8.0,1,Scott PARKER,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
27.0,3.0,1,Jermain DEFOE,Tottenham Hotspur,11.11.21 Tottenham Hotspur v Aston Villa
-25.4,0.68,0,Darron GIBSON,Everton,12.03.31 Everton v West Bromwich Albion
-36.48,8.15,0,Nikica JELAVIC,Everton,12.03.31 Everton v West Bromwich Albion
-26.51,2.7,0,Leon OSMAN,Everton,12.03.31 Everton v West Bromwich Albion
38.18,14.44,0,Paul SCHARNER,West Bromwich Albion,12.03.31 Everton v West Bromwich Albion
46.63,-8.54,0,Chris BRUNT,West Bromwich Albion,12.03.31 Everton v West Bromwich Albion
-29.37,-3.09,0,Marouane FELLAINI,Everton,12.03.31 Everton v West Bromwich Albion
-29.02,10.37,0,Steven PIENAAR,Everton,12.03.31 Everton v West Bromwich Albion
31.15,-18.9,0,Peter ODEMWINGIE,West Bromwich Albion,12.03.31 Everton v West Bromwich Albion
23.57,17.22,1,Marouane FELLAINI,Everton,12.03.31 Everton v West Bromwich Albion
24.02,-10.18,1,Marouane FELLAINI,Everton,12.03.31 Everton v West Bromwich Albion
-24.9,1.83,1,Keith ANDREWS,West Bromwich Albion,12.03.31 Everton v West Bromwich Albion
30.79,6.31,1,Victor ANICHEBE,Everton,12.03.31 Everton v West Bromwich Albion
-44.13,-15.9,1,Shane LONG,West Bromwich Albion,12.03.31 Everton v West Bromwich Albion
37.94,-4.67,1,Steven PIENAAR,Everton,12.03.31 Everton v West Bromwich Albion
-41.06,-16.04,1,Peter ODEMWINGIE,West Bromwich Albion,12.03.31 Everton v West Bromwich Albion
-32.11,16.45,1,Marc-Antoine FORTUNE,West Bromwich Albion,12.03.31 Everton v West Bromwich Albion
39.61,1.99,1,Nikica JELAVIC,Everton,12.03.31 Everton v West Bromwich Albion
37.89,-12.14,1,Magaye GUEYE,Everton,12.03.31 Everton v West Bromwich Albion
-23.66,-21.64,1,Peter ODEMWINGIE,West Bromwich Albion,12.03.31 Everton v West Bromwich Albion
-32.03,-3.09,1,Graham DORRANS,West Bromwich Albion,12.03.31 Everton v West Bromwich Albion
29.17,2.65,1,James MCFADDEN,Everton,12.03.31 Everton v West Bromwich Albion
-37.18,-10.26,0,Seamus COLEMAN,Everton,11.11.26 Bolton Wanderers v Everton
27.66,2.95,0,Ivan KLASNIC,Bolton Wanderers,11.11.26 Bolton Wanderers v Everton
29.78,-14.96,0,Chris EAGLES,Bolton Wanderers,11.11.26 Bolton Wanderers v Everton
24.45,3.53,0,Chris EAGLES,Bolton Wanderers,11.11.26 Bolton Wanderers v Everton
-40.14,-3.89,0,Diniyar BILYALETDINOV,Everton,11.11.26 Bolton Wanderers v Everton
-27.04,9.86,0,Johnny HEITINGA,Everton,11.11.26 Bolton Wanderers v Everton
-27.57,-10.2,1,Ivan KLASNIC,Bolton Wanderers,11.11.26 Bolton Wanderers v Everton
45.91,-1.18,1,Marouane FELLAINI,Everton,11.11.26 Bolton Wanderers v Everton
28.31,3.06,1,Louis SAHA,Everton,11.11.26 Bolton Wanderers v Everton
34.1,7.41,1,Seamus COLEMAN,Everton,11.11.26 Bolton Wanderers v Everton
34.77,-1.3,1,Louis SAHA,Everton,11.11.26 Bolton Wanderers v Everton
-42.5,7.05,1,Ivan KLASNIC,Bolton Wanderers,11.11.26 Bolton Wanderers v Everton
41.36,-14.29,1,Leighton BAINES,Everton,11.11.26 Bolton Wanderers v Everton
-38.49,11.11,1,Ivan KLASNIC,Bolton Wanderers,11.11.26 Bolton Wanderers v Everton
48.18,-9.68,1,Louis SAHA,Everton,11.11.26 Bolton Wanderers v Everton
27.46,5.11,1,Leon OSMAN,Everton,11.11.26 Bolton Wanderers v Everton
45.33,-7.67,1,Apostolos VELLIOS,Everton,11.11.26 Bolton Wanderers v Everton
32.45,-10.4,1,Apostolos VELLIOS,Everton,11.11.26 Bolton Wanderers v Everton
-24.03,-14.61,1,Gretar STEINSSON,Bolton Wanderers,11.11.26 Bolton Wanderers v Everton
28.37,-7.12,1,Ross BARKLEY,Everton,11.11.26 Bolton Wanderers v Everton
30.7,5.4,1,Ross BARKLEY,Everton,11.11.26 Bolton Wanderers v Everton
30.67,6.18,1,Leon OSMAN,Everton,11.11.26 Bolton Wanderers v Everton
-22.16,6.19,0,Jack RODWELL,Everton,11.09.24 Manchester City v Everton
-30.65,11.17,0,Leighton BAINES,Everton,11.09.24 Manchester City v Everton
33.15,-20.05,0,Samir NASRI,Manchester City,11.09.24 Manchester City v Everton
37.14,0.25,0,Sergio AGUERO,Manchester City,11.09.24 Manchester City v Everton
42.82,3.31,0,Edin DZEKO,Manchester City,11.09.24 Manchester City v Everton
25.35,-0.81,0,Gareth BARRY,Manchester City,11.09.24 Manchester City v Everton
22.78,0.0,0,Edin DZEKO,Manchester City,11.09.24 Manchester City v Everton
31.5,-13.37,0,Gael CLICHY,Manchester City,11.09.24 Manchester City v Everton
26.61,6.55,0,Yaya TOURE,Manchester City,11.09.24 Manchester City v Everton
-26.05,3.82,1,Sergio AGUERO,Manchester City,11.09.24 Manchester City v Everton
31.33,-10.7,1,Leon OSMAN,Everton,11.09.24 Manchester City v Everton
-44.9,8.18,1,David SILVA,Manchester City,11.09.24 Manchester City v Everton
-25.49,0.17,1,Samir NASRI,Manchester City,11.09.24 Manchester City v Everton
-34.36,9.04,1,Gareth BARRY,Manchester City,11.09.24 Manchester City v Everton
-30.04,2.79,1,Mario BALOTELLI,Manchester City,11.09.24 Manchester City v Everton
-39.68,-1.26,1,David SILVA,Manchester City,11.09.24 Manchester City v Everton
-39.08,-1.06,1,David SILVA,Manchester City,11.09.24 Manchester City v Everton
-30.38,-7.91,1,Vincent KOMPANY,Manchester City,11.09.24 Manchester City v Everton
-28.98,8.57,1,Mario BALOTELLI,Manchester City,11.09.24 Manchester City v Everton
31.46,-0.84,1,Royston DRENTHE,Everton,11.09.24 Manchester City v Everton
-28.95,13.51,1,Yaya TOURE,Manchester City,11.09.24 Manchester City v Everton
-44.08,-14.25,1,Mario BALOTELLI,Manchester City,11.09.24 Manchester City v Everton
-38.56,-0.65,1,James MILNER,Manchester City,11.09.24 Manchester City v Everton
38.53,-17.59,1,Leon OSMAN,Everton,11.09.24 Manchester City v Everton
31.54,-13.8,1,Louis SAHA,Everton,11.09.24 Manchester City v Everton
40.18,12.69,1,Marouane FELLAINI,Everton,11.09.24 Manchester City v Everton
22.26,-0.82,0,Ruben ROCHINA,Blackburn Rovers,11.09.17 Blackburn Rovers v Arsenal
-43.26,-4.17,0,Robin VAN PERSIE,Arsenal,11.09.17 Blackburn Rovers v Arsenal
-39.81,-9.56,0,Yao GERVINHO,Arsenal,11.09.17 Blackburn Rovers v Arsenal
-40.05,12.98,0,Andrey ARSHAVIN,Arsenal,11.09.17 Blackburn Rovers v Arsenal
-27.81,2.96,0,Andrey ARSHAVIN,Arsenal,11.09.17 Blackburn Rovers v Arsenal
-44.6,-12.71,0,Yao GERVINHO,Arsenal,11.09.17 Blackburn Rovers v Arsenal
-39.14,-10.26,0,Yao GERVINHO,Arsenal,11.09.17 Blackburn Rovers v Arsenal
36.52,-6.53,0,Yakubu AYEGBENI,Blackburn Rovers,11.09.17 Blackburn Rovers v Arsenal
-39.21,-2.38,0,Mikel ARTETA,Arsenal,11.09.17 Blackburn Rovers v Arsenal
-38.59,0.91,0,Yao GERVINHO,Arsenal,11.09.17 Blackburn Rovers v Arsenal
33.98,-6.37,1,Andrey ARSHAVIN,Arsenal,11.09.17 Blackburn Rovers v Arsenal
-38.67,-8.9,1,Mauro FORMICA,Blackburn Rovers,11.09.17 Blackburn Rovers v Arsenal
-43.18,-14.81,1,Steven N'ZONZI,Blackburn Rovers,11.09.17 Blackburn Rovers v Arsenal
-50.69,1.08,1,Yakubu AYEGBENI,Blackburn Rovers,11.09.17 Blackburn Rovers v Arsenal
46.45,-12.35,1,Robin VAN PERSIE,Arsenal,11.09.17 Blackburn Rovers v Arsenal
28.01,-10.89,1,Aaron RAMSEY,Arsenal,11.09.17 Blackburn Rovers v Arsenal
-30.07,7.95,1,Steven N'ZONZI,Blackburn Rovers,11.09.17 Blackburn Rovers v Arsenal
-29.56,7.13,1,Simon VUKCEVIC,Blackburn Rovers,11.09.17 Blackburn Rovers v Arsenal
34.75,-13.61,1,Theo WALCOTT,Arsenal,11.09.17 Blackburn Rovers v Arsenal
45.69,11.13,1,Robin VAN PERSIE,Arsenal,11.09.17 Blackburn Rovers v Arsenal
30.2,-12.49,1,Andre SANTOS,Arsenal,11.09.17 Blackburn Rovers v Arsenal
40.62,-12.84,1,Theo WALCOTT,Arsenal,11.09.17 Blackburn Rovers v Arsenal
-51.38,2.65,0,Maxi RODRIGUEZ,Liverpool,12.04.10 Blackburn Rovers v Liverpool
-34.99,-8.71,0,Jonjo SHELVEY,Liverpool,12.04.10 Blackburn Rovers v Liverpool
-43.43,1.73,0,Andrew CARROLL,Liverpool,12.04.10 Blackburn Rovers v Liverpool
-44.89,8.9,0,Maxi RODRIGUEZ,Liverpool,12.04.10 Blackburn Rovers v Liverpool
-21.32,-5.31,0,Craig BELLAMY,Liverpool,12.04.10 Blackburn Rovers v Liverpool
-27.66,6.39,0,Craig BELLAMY,Liverpool,12.04.10 Blackburn Rovers v Liverpool
26.08,7.64,0,David DUNN,Blackburn Rovers,12.04.10 Blackburn Rovers v Liverpool
-22.47,-6.61,0,Jonjo SHELVEY,Liverpool,12.04.10 Blackburn Rovers v Liverpool
-25.54,-0.13,1,David DUNN,Blackburn Rovers,12.04.10 Blackburn Rovers v Liverpool
28.12,-3.14,1,Jonjo SHELVEY,Liverpool,12.04.10 Blackburn Rovers v Liverpool
-28.71,0.76,1,Steven N'ZONZI,Blackburn Rovers,12.04.10 Blackburn Rovers v Liverpool
-32.61,10.51,1,Marcus OLSSON,Blackburn Rovers,12.04.10 Blackburn Rovers v Liverpool
32.34,-14.85,1,Daniel AGGER,Liverpool,12.04.10 Blackburn Rovers v Liverpool
-26.5,-3.33,1,Ruben ROCHINA,Blackburn Rovers,12.04.10 Blackburn Rovers v Liverpool
-30.33,4.17,1,Ruben ROCHINA,Blackburn Rovers,12.04.10 Blackburn Rovers v Liverpool
48.46,-0.99,0,Robin VAN PERSIE,Arsenal,12.02.04 Arsenal v Blackburn Rovers
31.29,-9.99,0,Alex OXLADE-CHAMBERLAIN,Arsenal,12.02.04 Arsenal v Blackburn Rovers
38.63,7.92,0,Tomas ROSICKY,Arsenal,12.02.04 Arsenal v Blackburn Rovers
27.93,-5.92,0,Mikel ARTETA,Arsenal,12.02.04 Arsenal v Blackburn Rovers
29.32,11.68,0,Tomas ROSICKY,Arsenal,12.02.04 Arsenal v Blackburn Rovers
33.22,10.88,0,Robin VAN PERSIE,Arsenal,12.02.04 Arsenal v Blackburn Rovers
28.6,-3.69,0,Robin VAN PERSIE,Arsenal,12.02.04 Arsenal v Blackburn Rovers
47.44,2.17,0,Robin VAN PERSIE,Arsenal,12.02.04 Arsenal v Blackburn Rovers
45.04,6.45,0,Alex OXLADE-CHAMBERLAIN,Arsenal,12.02.04 Arsenal v Blackburn Rovers
-26.23,3.25,0,David DUNN,Blackburn Rovers,12.02.04 Arsenal v Blackburn Rovers
49.83,-5.26,0,Thomas VERMAELEN,Arsenal,12.02.04 Arsenal v Blackburn Rovers
32.37,10.95,1,Bradley ORR,Blackburn Rovers,12.02.04 Arsenal v Blackburn Rovers
-35.1,-1.38,1,Mikel ARTETA,Arsenal,12.02.04 Arsenal v Blackburn Rovers
-41.89,7.77,1,Alex OXLADE-CHAMBERLAIN,Arsenal,12.02.04 Arsenal v Blackburn Rovers
-48.53,-11.04,1,Mikel ARTETA,Arsenal,12.02.04 Arsenal v Blackburn Rovers
-44.08,-5.41,1,Robin VAN PERSIE,Arsenal,12.02.04 Arsenal v Blackburn Rovers
-43.4,-10.81,1,Theo WALCOTT,Arsenal,12.02.04 Arsenal v Blackburn Rovers
-31.66,-0.77,1,Francis COQUELIN,Arsenal,12.02.04 Arsenal v Blackburn Rovers
-30.34,-3.67,1,Thierry HENRY,Arsenal,12.02.04 Arsenal v Blackburn Rovers
-39.2,7.34,1,Yossi BENAYOUN,Arsenal,12.02.04 Arsenal v Blackburn Rovers
-39.13,3.72,1,Thierry HENRY,Arsenal,12.02.04 Arsenal v Blackburn Rovers
-38.1,14.28,0,Scott SINCLAIR,Swansea City,11.12.03 Blackburn Rovers v Swansea City
31.12,-14.03,0,Morten GAMST PEDERSEN,Blackburn Rovers,11.12.03 Blackburn Rovers v Swansea City
38.97,-8.43,0,Yakubu AYEGBENI,Blackburn Rovers,11.12.03 Blackburn Rovers v Swansea City
29.68,-3.82,0,David HOILETT,Blackburn Rovers,11.12.03 Blackburn Rovers v Swansea City
34.23,-5.09,0,Yakubu AYEGBENI,Blackburn Rovers,11.12.03 Blackburn Rovers v Swansea City
36.96,-1.41,0,Mauro FORMICA,Blackburn Rovers,11.12.03 Blackburn Rovers v Swansea City
42.08,4.8,0,Mauro FORMICA,Blackburn Rovers,11.12.03 Blackburn Rovers v Swansea City
-27.68,-2.22,0,Mark GOWER,Swansea City,11.12.03 Blackburn Rovers v Swansea City
41.17,-8.42,0,David HOILETT,Blackburn Rovers,11.12.03 Blackburn Rovers v Swansea City
35.57,0.7,1,Leroy LITA,Swansea City,11.12.03 Blackburn Rovers v Swansea City
37.0,-15.28,1,Scott SINCLAIR,Swansea City,11.12.03 Blackburn Rovers v Swansea City
-28.68,4.11,1,Mauro FORMICA,Blackburn Rovers,11.12.03 Blackburn Rovers v Swansea City
-31.25,16.34,1,David HOILETT,Blackburn Rovers,11.12.03 Blackburn Rovers v Swansea City
46.57,6.34,1,Luke MOORE,Swansea City,11.12.03 Blackburn Rovers v Swansea City
37.84,-5.97,1,Scott SINCLAIR,Swansea City,11.12.03 Blackburn Rovers v Swansea City
33.6,-6.32,1,Scott SINCLAIR,Swansea City,11.12.03 Blackburn Rovers v Swansea City
45.03,4.61,1,Scott SINCLAIR,Swansea City,11.12.03 Blackburn Rovers v Swansea City
48.51,6.3,0,Javier HERNANDEZ,Manchester United,11.11.05 Manchester United v Sunderland
-43.79,-14.65,0,Sebastian LARSSON,Sunderland,11.11.05 Manchester United v Sunderland
-30.53,-5.87,0,Nicklas BENDTNER,Sunderland,11.11.05 Manchester United v Sunderland
-27.09,12.24,0,Stephane SESSEGNON,Sunderland,11.11.05 Manchester United v Sunderland
24.61,-5.97,0,Wayne ROONEY,Manchester United,11.11.05 Manchester United v Sunderland
-25.63,-1.19,0,Dong-Won JI,Sunderland,11.11.05 Manchester United v Sunderland
36.53,-2.35,0,Phil JONES,Manchester United,11.11.05 Manchester United v Sunderland
-32.52,-8.54,0,Dong-Won JI,Sunderland,11.11.05 Manchester United v Sunderland
48.35,15.82,0,NANI,Manchester United,11.11.05 Manchester United v Sunderland
-22.35,-1.7,1,NANI,Manchester United,11.11.05 Manchester United v Sunderland
-38.37,-16.16,1,NANI,Manchester United,11.11.05 Manchester United v Sunderland
-26.56,4.23,1,Nemanja VIDIC,Manchester United,11.11.05 Manchester United v Sunderland
-38.41,12.58,1,Patrice EVRA,Manchester United,11.11.05 Manchester United v Sunderland
-41.57,6.49,1,Wayne ROONEY,Manchester United,11.11.05 Manchester United v Sunderland
