,Player Name,Goals,xGoals Shot,DP Passes Made,Cr Crosses Made,CA Regains,HP Regains,BMP+,Possessions,On-pitch xG Generated,ST Involvement,BU Involvement,Ma Involvement,Player Points,Average X,Average Y,Team
72,Aaron LENNON,3,1.434474612918611,7.5525,52,3.3052435263030038,4.8362499999999935,37.456350271999995,33.47826086956522,30.611601781928105,11.173913043478262,11.826086956521738,5.043478260869565,0.1323129336066717,19.00107712422993,11.909967033175388,Tottenham Hotspur
73,Benoit ASSOU-EKOTTO,2,1.237964311644883,291.10900000000004,107,20.402003423080785,12.059793750000038,64.412983714,82.41176470588235,54.673553417342035,7.323529411764706,15.882352941176471,28.941176470588236,0.09485253838438068,-5.00915215874963,-24.653612477347842,Tottenham Hotspur
75,Dean WHITEHEAD,1,0.5090151700341272,34.228,21,10.193094916821705,20.510881249999994,29.479199602,40.75757575757576,26.539659736743072,3.4242424242424243,7.636363636363637,8.030303030303031,0.07377757593081061,-0.5941009552912858,3.483439753214182,Stoke City
76,Emmanuel ADEBAYOR,17,17.004665142925134,5.140500000000001,18,3.637745874828695,8.94165624999999,65.96027832499999,48.96969696969697,56.54433308088674,10.272727272727273,15.424242424242424,5.636363636363637,0.4055915267431401,16.29705459440019,-3.498232351847216,Tottenham Hotspur
77,Gareth BALE,11,9.6522217557981,30.0495,214,13.210549046646822,17.29525,86.49111012899999,63.861111111111114,60.508713615564616,12.972222222222221,18.63888888888889,11.222222222222221,0.2598535665972091,14.02121675241001,-10.362859932573706,Tottenham Hotspur
78,Giovani DOS SANTOS,0,0.0824755260044699,0.0120000000000002,2,0.617258686930526,0.4124999999999659,2.101098031,6.285714285714286,1.4526321505347164,2.2857142857142856,2.857142857142857,1.5714285714285714,0.012746809757235111,14.9891761193106,14.748791510951387,Tottenham Hotspur
79,Glenn WHELAN,1,0.9774072769235245,89.66300000000003,55,5.8713231915606,16.26188124999998,43.627632473,54.6,30.463898061574245,4.466666666666667,10.8,10.233333333333333,0.09380174821854802,-1.422209459530297,0.20848113329501913,Stoke City
80,Jermain DEFOE,11,7.901414062171461,2.4975000000000005,12,1.77783089693464,3.8906250000000298,17.989279354,18.88,25.614288225485097,4.08,5.48,2.28,0.19307905542652076,15.761899526802878,-2.7806669843411522,Tottenham Hotspur
81,Jonathan WALTERS,7,9.661837813575755,16.234,73,6.991412753428968,20.05559375000004,46.012364625999986,38.94736842105263,37.5829274523403,6.7631578947368425,5.921052631578948,2.9473684210526314,0.2018211312017652,13.994960037847704,1.9926865124601458,Stoke City
82,Jonathan WOODGATE,0,0.3103072164949262,61.369500000000016,8,8.230286419633241,3.3920937500000115,7.501448975999999,33.529411764705884,13.884507217509894,1.5294117647058822,1.2352941176470589,7.294117647058823,0.028943941239205163,-16.230300618509517,7.89505678846258,Stoke City
83,Kyle WALKER,2,0.6500284837478767,142.63550000000004,113,27.444622720339297,12.384099999999949,59.16823945099999,71.32432432432432,60.5728556831706,8.54054054054054,16.864864864864863,21.513513513513512,0.07687482361116137,-1.0797954122476718,23.58960353931564,Tottenham Hotspur
84,Luka MODRIC,4,4.9898214993889844,91.06150000000002,123,13.598659094968738,25.65141249999992,117.60926905800001,87.08333333333333,58.880736710609256,13.333333333333334,25.944444444444443,26.333333333333332,0.23415400572602443,5.188375897220704,-6.931433634999991,Tottenham Hotspur
85,Marc WILSON,0,1.3171671579953381,252.1840000000001,62,12.002307757801189,12.878574999999955,32.918537902999994,49.77142857142857,30.25143095034928,2.857142857142857,6.771428571428571,10.17142857142857,0.062155607867663165,-6.564701537885092,-19.352112103200106,Stoke City
86,Matthew ETHERINGTON,4,2.23614801284257,23.039500000000004,218,6.520094512839865,8.940075000000068,35.089077290000006,35.63333333333333,29.166628614859153,6.5,7.8,4.666666666666667,0.147725534028638,11.424029864375031,-12.923816461834356,Stoke City
87,Peter CROUCH,10,8.756738077463528,3.4399999999999995,7,1.6481597691556849,7.9910000000000325,41.404134113,45.93939393939394,33.55664694700695,6.303030303030303,7.0606060606060606,2.8484848484848486,0.23797577187823588,13.407519078867358,2.6476246203451788,Stoke City
88,Rafael VAN DER VAART,11,9.88845003084947,42.18050000000001,174,7.039488332604241,10.393106250000027,87.608115846,64.72727272727273,39.84372365963339,12.363636363636363,19.151515151515152,15.333333333333334,0.2905666583492255,8.830274367210759,3.696981712411093,Tottenham Hotspur
89,Robert HUTH,3,4.393915950890969,109.34200000000001,7,23.234780577012604,5.541431250000026,15.460584492999997,37.029411764705884,31.52458162453812,1.0294117647058822,1.6176470588235294,7.0,0.11650079259017304,-14.221312637580223,-0.27669419258393085,Stoke City
91,Ryan SHAWCROSS,2,2.361597919204625,185.16600000000003,2,20.549811188140236,3.432962500000023,15.179981980000004,36.083333333333336,35.48843828219402,0.3888888888888889,0.4444444444444444,7.75,0.07246363311349016,-20.19115669462291,8.789675993290095,Stoke City
92,Ryan SHOTTON,1,0.35701103033819753,54.819,81,6.913619492831487,10.517668749999993,17.814046051000002,38.608695652173914,16.967159007547814,5.826086956521739,6.304347826086956,4.260869565217392,0.08449437365317326,7.181546879420378,22.053243535304322,Stoke City
93,Scott PARKER,0,0.9074231135152337,36.2295,15,20.417143041633434,19.607606250000078,53.640476451,74.10344827586206,48.73055911758854,6.655172413793103,17.551724137931036,25.82758620689655,0.1018012863764636,-1.167602621382266,1.4672114206168347,Tottenham Hotspur
94,Sebastien BASSONG,0,0.31952234056513507,23.838,1,9.126717855413489,1.2041312499999952,6.020742823,35.42857142857143,12.1647488467466,0.07142857142857142,1.5,14.5,0.00983126373918082,-20.17299160115733,-12.240009355507002,Tottenham Hotspur
96,William GALLAS,0,0.7152361287869375,31.27350000000001,1,11.230666148386549,3.3730062499999693,12.395339731000002,57.13333333333333,25.61030512088851,0.8666666666666667,4.333333333333333,30.333333333333332,0.05144356716124218,-16.29546219537315,9.977220079251593,Tottenham Hotspur
97,Wilson PALACIOS,0,0.28500008463096926,4.042000000000001,2,3.189553850359124,4.1872499999999935,9.916832035999999,22.555555555555557,6.257446382170962,1.4444444444444444,5.166666666666667,4.5,0.018544875845363733,-2.2676982193315762,2.6375698951891824,Stoke City
98,Younes KABOUL,1,1.996105448820549,115.38350000000003,11,25.06714971094082,2.7784437500000085,27.395679411999996,62.60606060606061,55.76236474376587,1.3333333333333333,3.121212121212121,29.848484848484848,0.0640102236025184,-17.05498607732928,0.9866717744969122,Tottenham Hotspur
99,Billy JONES,0,0.4052308911327153,89.69350000000001,39,6.59122917327999,5.269199999999991,20.193182416999996,52.77777777777778,18.5393569212213,7.277777777777778,8.833333333333334,8.666666666666666,0.06020902148175569,-0.9303695673773531,14.13884198306042,West Bromwich Albion
100,Carl JENKINSON,0,0.0074884669650456,8.642000000000001,35,2.5878603662738513,2.387993749999997,9.800892695000002,45.0,8.071110948113072,7.0,9.555555555555555,15.11111111111111,0.05638855344077953,2.127510167450141,21.107891651096008,Arsenal
101,Francis COQUELIN,0,0.0907892759020833,16.353,8,7.147922571277874,3.4513999999999894,13.94192573,53.8,17.196121166020653,4.6,12.9,15.8,0.04465431407436247,-1.5981712014319611,3.782206212329938,Arsenal
102,Gareth MCAULEY,2,2.8335374729854994,81.89000000000001,2,19.394378219888676,3.115824999999966,16.343359195999994,42.0625,40.32876209951383,0.96875,0.90625,14.5625,0.07293213843311935,-20.738526979458623,10.26276194821691,West Bromwich Albion
